ID,C_perc,H_perc,N_perc,O_perc,S_perc
2471,26.16,12.76,51.68,8.54,0.86
2472,26.5,12.86,52.92,6.86,0.86
2473,26.28,13.72,51.41,7.82,0.77
2474,27.0,11.0,51.0,10.0,1.0
2475,26.33,13.13,51.76,8.12,0.66
2476,27.73,10.92,52.1,7.56,1.68
2477,26.85,14.38,51.7,6.65,0.42
2478,25.87,11.46,53.83,8.68,0.15
2479,26.92,11.98,53.14,7.56,0.41
2480,26.67,12.51,52.3,8.04,0.48
2481,26.45,13.32,52.19,7.53,0.51
2482,27.33,11.86,53.16,7.21,0.44
2483,27.71,12.55,50.22,9.09,0.43
2484,27.24,11.83,51.61,8.96,0.36
2485,27.79,13.24,51.95,6.37,0.65
2486,25.43,12.13,52.85,9.2,0.39
2487,26.89,12.18,53.97,6.4,0.55
2488,26.71,12.76,51.8,7.96,0.77
2489,26.13,11.76,55.23,6.89,0.0
2490,23.72,15.58,53.6,7.09,0.0
2491,27.75,11.4,53.1,7.13,0.62
2492,26.58,13.51,52.33,7.53,0.06
2493,27.61,11.72,53.43,6.57,0.67
2494,26.39,13.16,53.7,6.47,0.28
2495,26.63,18.27,49.23,5.88,0.0
2496,25.66,10.39,55.26,8.16,0.53
2497,26.73,13.02,52.56,6.9,0.79
2498,27.02,14.6,52.07,6.04,0.27
2499,25.61,13.7,53.83,6.69,0.16
2500,26.11,13.09,52.95,7.0,0.85
2501,24.5,16.06,51.81,7.63,0.0
2502,25.83,13.41,52.84,7.14,0.78
2503,26.59,12.5,53.51,7.21,0.19
2504,27.01,12.63,52.93,6.77,0.67
2505,25.54,12.97,53.48,7.69,0.32
2506,25.58,10.85,55.56,7.75,0.26
2507,26.53,12.6,53.23,7.41,0.22
2508,25.74,12.6,53.96,7.7,0.0
2509,26.06,13.19,50.85,9.04,0.85
2510,25.84,12.53,54.19,7.09,0.35
2511,28.72,11.69,52.44,6.45,0.7
2512,27.99,11.01,53.77,7.23,0.0
2513,27.87,12.84,51.37,7.38,0.55
2514,24.23,14.45,52.79,8.01,0.53
2515,26.05,11.76,52.94,9.24,0.0
2516,26.7,11.78,52.36,8.64,0.52
2517,25.95,13.09,52.66,7.91,0.38
2518,27.71,12.49,53.16,6.25,0.4
2519,27.23,12.73,52.39,7.28,0.37
2520,27.35,12.33,51.47,8.04,0.8
2521,26.36,11.54,54.55,7.34,0.21
2522,25.7,12.56,53.29,8.26,0.2
2523,24.35,14.15,53.4,7.55,0.54
2524,27.29,11.47,53.9,7.34,0.0
2525,26.74,8.68,53.82,10.76,0.0
2526,25.96,12.61,52.35,8.23,0.85
2527,25.37,13.06,51.87,9.7,0.0
2528,29.57,11.67,51.75,6.61,0.39
2529,25.22,13.6,53.54,7.08,0.56
2530,25.93,13.08,51.52,8.41,1.05
2531,29.06,12.21,51.7,6.57,0.46
2532,25.06,14.0,52.22,7.98,0.75
2533,26.89,12.15,53.09,7.26,0.61
2534,27.07,14.66,51.13,7.14,0.0
2535,25.99,12.96,52.27,8.05,0.73
2536,26.35,13.34,52.37,7.16,0.79
2537,27.01,12.32,52.76,7.03,0.87
2538,27.08,11.26,54.4,6.61,0.65
2539,25.55,12.88,54.12,7.24,0.2
2540,26.5,12.11,53.08,7.62,0.69
2541,26.38,11.73,54.66,7.0,0.22
2542,24.94,11.85,54.18,8.92,0.11
2543,26.08,12.83,52.47,7.89,0.74
2544,25.67,11.62,54.0,8.56,0.16
2545,27.64,11.39,52.28,7.97,0.72
2546,25.69,11.22,51.87,10.22,1.0
2547,25.48,13.22,51.44,8.89,0.96
2548,26.17,8.88,54.21,10.75,0.0
2549,26.22,12.47,51.9,8.46,0.95
2550,26.98,11.81,53.15,7.42,0.64
