ID,Positively charged,Negatively charged,Polarity,Non polarity,Cyclic,Aromaticity,Basicity,Hydrophobicity,Hydrophilicity,Small
1317,0.25,0.154,0.154,0.423,0.0,0.038,0.25,0.423,0.269,0.192
1318,0.169,0.079,0.202,0.494,0.011,0.079,0.169,0.517,0.236,0.393
1319,0.208,0.075,0.34,0.321,0.057,0.075,0.208,0.377,0.321,0.547
1320,0.275,0.077,0.154,0.451,0.044,0.055,0.275,0.473,0.363,0.418
1321,0.222,0.095,0.349,0.222,0.032,0.111,0.222,0.381,0.365,0.54
1322,0.205,0.154,0.09,0.538,0.026,0.026,0.205,0.487,0.244,0.462
1323,0.209,0.023,0.256,0.465,0.023,0.093,0.209,0.558,0.279,0.628
1324,0.05,0.083,0.3,0.483,0.05,0.167,0.05,0.6,0.183,0.55
1325,0.27,0.081,0.135,0.486,0.0,0.135,0.27,0.378,0.297,0.405
1326,0.136,0.068,0.318,0.386,0.0,0.114,0.136,0.409,0.227,0.659
1327,0.302,0.038,0.17,0.472,0.057,0.113,0.302,0.415,0.377,0.358
1328,0.375,0.0,0.25,0.354,0.0,0.042,0.375,0.396,0.396,0.375
1329,0.15,0.1,0.35,0.3,0.0,0.05,0.15,0.4,0.25,0.7
1330,0.19,0.0,0.333,0.333,0.0,0.143,0.19,0.476,0.333,0.667
1331,0.131,0.213,0.148,0.475,0.016,0.066,0.131,0.508,0.18,0.508
1332,0.256,0.14,0.279,0.256,0.023,0.047,0.256,0.349,0.349,0.581
1333,0.14,0.1,0.28,0.43,0.01,0.1,0.14,0.47,0.2,0.49
1334,0.216,0.02,0.353,0.333,0.059,0.098,0.216,0.471,0.353,0.51
1335,0.14,0.04,0.34,0.38,0.04,0.1,0.14,0.46,0.28,0.6
1336,0.067,0.117,0.3,0.467,0.05,0.133,0.067,0.55,0.167,0.6
1337,0.264,0.075,0.283,0.302,0.0,0.113,0.264,0.396,0.34,0.528
1338,0.289,0.089,0.244,0.356,0.0,0.067,0.289,0.422,0.311,0.289
1339,0.099,0.033,0.319,0.495,0.055,0.022,0.099,0.56,0.209,0.681
1340,0.316,0.053,0.263,0.316,0.0,0.211,0.316,0.421,0.368,0.421
1341,0.321,0.038,0.245,0.34,0.094,0.038,0.321,0.453,0.472,0.434
1342,0.103,0.052,0.259,0.552,0.052,0.103,0.103,0.603,0.19,0.534
1343,0.179,0.103,0.308,0.359,0.077,0.103,0.179,0.513,0.308,0.513
1344,0.097,0.097,0.292,0.486,0.056,0.222,0.097,0.597,0.181,0.472
1345,0.167,0.074,0.259,0.463,0.056,0.13,0.167,0.611,0.259,0.407
1346,0.27,0.11,0.19,0.39,0.04,0.07,0.27,0.4,0.35,0.41
1347,0.125,0.047,0.25,0.516,0.016,0.125,0.125,0.625,0.203,0.438
1348,0.192,0.121,0.162,0.465,0.01,0.04,0.192,0.475,0.263,0.545
1349,0.047,0.156,0.312,0.438,0.125,0.0,0.047,0.609,0.219,0.672
1350,0.179,0.194,0.164,0.448,0.015,0.075,0.179,0.522,0.209,0.373
1351,0.172,0.051,0.313,0.434,0.04,0.03,0.172,0.556,0.242,0.626
1352,0.261,0.116,0.217,0.406,0.043,0.072,0.261,0.449,0.304,0.391
1353,0.143,0.169,0.247,0.377,0.026,0.169,0.143,0.416,0.234,0.455
1354,0.206,0.059,0.25,0.441,0.044,0.118,0.206,0.5,0.294,0.441
1355,0.242,0.121,0.242,0.364,0.0,0.091,0.242,0.485,0.273,0.424
1356,0.214,0.083,0.167,0.476,0.036,0.071,0.214,0.583,0.31,0.429
1357,0.329,0.063,0.228,0.342,0.025,0.101,0.329,0.405,0.392,0.456
1358,0.157,0.02,0.333,0.392,0.059,0.098,0.157,0.49,0.314,0.588
1359,0.412,0.0,0.118,0.392,0.039,0.059,0.412,0.431,0.529,0.392
1360,0.113,0.094,0.415,0.321,0.057,0.075,0.113,0.528,0.226,0.679
1361,0.151,0.132,0.283,0.358,0.038,0.094,0.151,0.415,0.264,0.66
1362,0.074,0.241,0.185,0.463,0.037,0.13,0.074,0.426,0.148,0.37
1363,0.196,0.137,0.275,0.353,0.098,0.039,0.196,0.471,0.333,0.49
1364,0.184,0.061,0.367,0.327,0.02,0.082,0.184,0.449,0.265,0.571
1365,0.178,0.2,0.067,0.556,0.0,0.0,0.178,0.378,0.178,0.6
1366,0.143,0.0,0.286,0.548,0.119,0.048,0.143,0.548,0.286,0.643
1367,0.14,0.06,0.42,0.3,0.0,0.06,0.14,0.5,0.22,0.52
1368,0.034,0.034,0.172,0.759,0.069,0.069,0.034,0.759,0.103,0.586
1369,0.193,0.193,0.114,0.466,0.034,0.148,0.193,0.5,0.261,0.398
1370,0.25,0.0,0.0,0.75,0.167,0.333,0.25,0.75,0.417,0.25
1371,0.169,0.113,0.239,0.437,0.028,0.085,0.169,0.451,0.239,0.437
1372,0.188,0.156,0.234,0.391,0.016,0.156,0.188,0.422,0.234,0.406
1373,0.031,0.108,0.292,0.538,0.092,0.108,0.031,0.692,0.154,0.6
1374,0.195,0.098,0.317,0.341,0.024,0.073,0.195,0.439,0.268,0.561
1375,0.333,0.0,0.0,0.667,0.0,0.083,0.333,0.667,0.333,0.333
1376,0.127,0.032,0.127,0.651,0.016,0.063,0.127,0.508,0.206,0.476
1377,0.276,0.052,0.224,0.379,0.052,0.052,0.276,0.431,0.397,0.517
1378,0.444,0.0,0.0,0.556,0.056,0.222,0.444,0.556,0.5,0.111
1379,0.277,0.021,0.383,0.255,0.0,0.106,0.277,0.404,0.34,0.511
1380,0.141,0.129,0.318,0.353,0.094,0.059,0.141,0.518,0.294,0.612
1381,0.107,0.125,0.375,0.321,0.018,0.089,0.107,0.5,0.196,0.625
1382,0.24,0.06,0.32,0.28,0.0,0.1,0.24,0.42,0.34,0.58
1383,0.211,0.085,0.197,0.493,0.028,0.014,0.211,0.465,0.254,0.493
1384,0.6,0.08,0.16,0.16,0.0,0.12,0.6,0.08,0.6,0.24
1385,0.034,0.034,0.172,0.759,0.069,0.069,0.034,0.793,0.103,0.586
1386,0.188,0.156,0.146,0.49,0.042,0.052,0.188,0.51,0.25,0.479
1387,0.235,0.118,0.206,0.397,0.029,0.059,0.235,0.426,0.309,0.471
1388,0.146,0.083,0.312,0.417,0.021,0.083,0.146,0.5,0.208,0.583
1389,0.24,0.04,0.2,0.5,0.06,0.12,0.24,0.6,0.32,0.42
1390,0.346,0.038,0.192,0.365,0.058,0.038,0.346,0.423,0.462,0.346
1391,0.238,0.111,0.238,0.381,0.063,0.127,0.238,0.444,0.333,0.54
1392,0.353,0.059,0.176,0.412,0.176,0.0,0.353,0.529,0.529,0.647
1393,0.245,0.075,0.283,0.321,0.0,0.113,0.245,0.415,0.321,0.547
1394,0.078,0.078,0.406,0.297,0.016,0.062,0.078,0.453,0.234,0.703
1395,0.333,0.0,0.111,0.111,0.0,0.0,0.333,0.222,0.778,0.667
1396,0.236,0.091,0.291,0.345,0.055,0.073,0.236,0.455,0.327,0.564
1397,0.113,0.093,0.258,0.526,0.031,0.052,0.113,0.536,0.155,0.546
1398,0.245,0.075,0.264,0.321,0.0,0.113,0.245,0.415,0.34,0.566
1399,0.18,0.08,0.34,0.36,0.06,0.1,0.18,0.42,0.28,0.58
1400,0.174,0.072,0.246,0.464,0.058,0.058,0.174,0.536,0.275,0.493
1401,0.2,0.067,0.2,0.267,0.0,0.0,0.2,0.4,0.467,0.533
1402,0.16,0.138,0.181,0.489,0.021,0.074,0.16,0.479,0.213,0.479
1403,0.179,0.119,0.194,0.463,0.0,0.179,0.179,0.552,0.224,0.343
1404,0.113,0.075,0.245,0.491,0.038,0.189,0.113,0.66,0.226,0.509
1405,0.234,0.0,0.219,0.5,0.062,0.062,0.234,0.531,0.344,0.484
1406,0.143,0.0,0.357,0.429,0.071,0.286,0.143,0.643,0.286,0.5
1407,0.338,0.1,0.225,0.3,0.038,0.1,0.338,0.362,0.412,0.438
1408,0.2,0.114,0.3,0.329,0.1,0.086,0.2,0.443,0.357,0.5
1409,0.192,0.103,0.192,0.436,0.038,0.077,0.192,0.436,0.308,0.423
1410,0.138,0.031,0.169,0.646,0.031,0.046,0.138,0.523,0.185,0.538
1411,0.141,0.038,0.372,0.436,0.064,0.077,0.141,0.538,0.218,0.526
1412,0.244,0.024,0.122,0.61,0.024,0.049,0.244,0.488,0.268,0.415
1413,0.162,0.095,0.338,0.324,0.068,0.095,0.162,0.486,0.311,0.649
1414,0.159,0.091,0.295,0.386,0.0,0.114,0.159,0.409,0.227,0.636
1415,0.273,0.03,0.152,0.485,0.03,0.03,0.273,0.394,0.364,0.424
1416,0.342,0.076,0.228,0.329,0.025,0.101,0.342,0.38,0.392,0.43
1417,0.444,0.0,0.111,0.389,0.0,0.056,0.444,0.389,0.5,0.167
1418,0.311,0.156,0.089,0.4,0.022,0.111,0.311,0.378,0.378,0.333
1419,0.25,0.0,0.062,0.688,0.062,0.125,0.25,0.688,0.312,0.5
1420,0.228,0.088,0.316,0.333,0.088,0.07,0.228,0.439,0.351,0.491
1421,0.26,0.09,0.18,0.45,0.05,0.07,0.26,0.44,0.33,0.38
1422,0.333,0.0,0.417,0.25,0.0,0.167,0.333,0.583,0.333,0.5
1423,0.309,0.072,0.134,0.474,0.103,0.072,0.309,0.443,0.423,0.412
1424,0.2,0.067,0.333,0.2,0.0,0.067,0.2,0.4,0.4,0.667
1425,0.153,0.111,0.278,0.403,0.056,0.069,0.153,0.514,0.264,0.431
1426,0.033,0.033,0.167,0.767,0.067,0.1,0.033,0.8,0.1,0.567
1427,0.234,0.043,0.255,0.404,0.043,0.043,0.234,0.426,0.34,0.574
1428,0.176,0.02,0.333,0.373,0.059,0.078,0.176,0.471,0.333,0.588
1429,0.238,0.095,0.155,0.476,0.0,0.06,0.238,0.393,0.274,0.548
1430,0.24,0.06,0.3,0.28,0.0,0.1,0.24,0.4,0.36,0.58
1431,0.136,0.068,0.254,0.508,0.085,0.119,0.136,0.61,0.254,0.407
1432,0.24,0.06,0.3,0.28,0.0,0.12,0.24,0.4,0.36,0.56
1433,0.136,0.197,0.242,0.394,0.091,0.061,0.136,0.439,0.258,0.515
1434,0.148,0.086,0.37,0.346,0.062,0.099,0.148,0.469,0.259,0.617
1435,0.158,0.053,0.263,0.474,0.105,0.158,0.158,0.368,0.316,0.526
1436,0.135,0.173,0.288,0.346,0.019,0.096,0.135,0.442,0.212,0.654
1437,0.346,0.038,0.192,0.365,0.058,0.038,0.346,0.423,0.462,0.365
1438,0.359,0.0,0.156,0.406,0.047,0.031,0.359,0.438,0.484,0.453
1439,0.167,0.067,0.35,0.417,0.1,0.117,0.167,0.583,0.267,0.533
1440,0.429,0.0,0.0,0.571,0.0,0.0,0.429,0.571,0.429,0.286
1441,0.122,0.022,0.356,0.489,0.044,0.033,0.122,0.522,0.178,0.733
1442,0.262,0.016,0.213,0.508,0.033,0.098,0.262,0.541,0.295,0.475
1443,0.17,0.053,0.245,0.479,0.074,0.053,0.17,0.479,0.298,0.585
1444,0.136,0.068,0.227,0.523,0.0,0.045,0.136,0.477,0.182,0.386
1445,0.238,0.0,0.262,0.429,0.071,0.0,0.238,0.476,0.381,0.571
1446,0.263,0.053,0.263,0.368,0.053,0.105,0.263,0.474,0.368,0.526
1447,0.159,0.143,0.175,0.492,0.048,0.063,0.159,0.492,0.238,0.524
1448,0.15,0.117,0.2,0.533,0.033,0.117,0.15,0.6,0.183,0.333
1449,0.153,0.051,0.39,0.305,0.051,0.102,0.153,0.407,0.305,0.61
1450,0.067,0.133,0.267,0.533,0.067,0.0,0.067,0.533,0.133,0.467
1451,0.333,0.0,0.0,0.667,0.0,0.0,0.333,0.583,0.333,0.5
1452,0.444,0.056,0.056,0.389,0.0,0.056,0.444,0.333,0.5,0.111
1453,0.1,0.1,0.3,0.3,0.0,0.3,0.1,0.3,0.3,0.4
1454,0.125,0.062,0.391,0.375,0.078,0.094,0.125,0.453,0.25,0.594
1455,0.122,0.122,0.286,0.408,0.041,0.041,0.122,0.51,0.224,0.653
1456,0.211,0.088,0.123,0.491,0.035,0.07,0.211,0.386,0.333,0.456
1457,0.23,0.103,0.184,0.471,0.023,0.057,0.23,0.356,0.264,0.552
1458,0.059,0.157,0.451,0.294,0.02,0.059,0.059,0.51,0.118,0.608
1459,0.276,0.103,0.328,0.241,0.017,0.069,0.276,0.328,0.345,0.569
1460,0.135,0.162,0.189,0.473,0.0,0.068,0.135,0.527,0.176,0.446
1461,0.286,0.0,0.214,0.429,0.071,0.143,0.286,0.429,0.429,0.571
1462,0.163,0.098,0.272,0.413,0.022,0.065,0.163,0.457,0.239,0.554
1463,0.241,0.037,0.315,0.37,0.037,0.037,0.241,0.463,0.315,0.556
1464,0.28,0.16,0.12,0.4,0.02,0.12,0.28,0.4,0.34,0.36
1465,0.286,0.0,0.071,0.643,0.107,0.036,0.286,0.607,0.393,0.429
1466,0.143,0.036,0.321,0.5,0.048,0.071,0.143,0.595,0.19,0.476
1467,0.29,0.08,0.14,0.45,0.04,0.09,0.29,0.44,0.37,0.29
1468,0.047,0.035,0.314,0.593,0.023,0.209,0.047,0.616,0.081,0.407
1469,0.214,0.196,0.286,0.25,0.036,0.107,0.214,0.321,0.304,0.571
1470,0.333,0.0,0.083,0.583,0.0,0.083,0.333,0.583,0.333,0.333
1471,0.286,0.071,0.153,0.49,0.071,0.082,0.286,0.429,0.357,0.398
1472,0.267,0.067,0.267,0.333,0.0,0.067,0.267,0.4,0.333,0.467
1473,0.316,0.175,0.158,0.281,0.053,0.07,0.316,0.246,0.439,0.351
1474,0.224,0.143,0.184,0.429,0.0,0.02,0.224,0.429,0.245,0.245
1475,0.2,0.0,0.2,0.6,0.0,0.1,0.2,0.65,0.2,0.55
1476,0.152,0.109,0.283,0.37,0.0,0.043,0.152,0.457,0.239,0.413
1477,0.283,0.022,0.37,0.304,0.065,0.174,0.283,0.348,0.37,0.457
1478,0.29,0.065,0.194,0.419,0.043,0.118,0.29,0.398,0.366,0.419
1479,0.226,0.075,0.302,0.302,0.019,0.113,0.226,0.415,0.34,0.566
1480,0.154,0.115,0.269,0.423,0.058,0.096,0.154,0.538,0.25,0.615
1481,0.293,0.081,0.152,0.455,0.02,0.03,0.293,0.434,0.333,0.434
1482,0.093,0.07,0.302,0.442,0.0,0.14,0.093,0.442,0.186,0.721
1483,0.176,0.078,0.275,0.431,0.098,0.078,0.176,0.471,0.314,0.588
1484,0.046,0.046,0.292,0.554,0.046,0.092,0.046,0.692,0.154,0.554
1485,0.213,0.128,0.128,0.5,0.043,0.074,0.213,0.468,0.287,0.426
1486,0.112,0.138,0.225,0.512,0.075,0.062,0.112,0.575,0.2,0.575
1487,0.209,0.134,0.164,0.478,0.03,0.015,0.209,0.493,0.254,0.507
1488,0.5,0.0,0.083,0.417,0.0,0.333,0.5,0.333,0.5,0.167
1489,0.173,0.071,0.306,0.429,0.041,0.031,0.173,0.582,0.235,0.633
1490,0.235,0.0,0.294,0.412,0.059,0.118,0.235,0.529,0.353,0.588
1491,0.074,0.111,0.296,0.444,0.049,0.049,0.074,0.556,0.198,0.642
1492,0.224,0.082,0.204,0.449,0.02,0.102,0.224,0.367,0.286,0.49
1493,0.153,0.102,0.214,0.49,0.051,0.071,0.153,0.541,0.245,0.52
1494,0.175,0.0,0.222,0.571,0.048,0.048,0.175,0.587,0.254,0.54
1495,0.325,0.075,0.2,0.362,0.025,0.1,0.325,0.388,0.388,0.45
1496,0.209,0.105,0.186,0.442,0.058,0.058,0.209,0.523,0.326,0.477
1497,0.122,0.156,0.256,0.444,0.011,0.089,0.122,0.489,0.156,0.367
1498,0.105,0.0,0.158,0.684,0.053,0.105,0.105,0.684,0.211,0.474
1499,0.103,0.103,0.218,0.448,0.034,0.092,0.103,0.471,0.264,0.506
1500,0.227,0.068,0.25,0.409,0.045,0.068,0.227,0.523,0.318,0.5
1501,0.378,0.027,0.189,0.351,0.027,0.0,0.378,0.405,0.459,0.351
1502,0.231,0.077,0.231,0.385,0.077,0.154,0.231,0.385,0.385,0.538
1503,0.5,0.0,0.0,0.5,0.0,0.333,0.5,0.5,0.5,0.0
1504,0.272,0.074,0.148,0.481,0.049,0.086,0.272,0.494,0.346,0.444
1505,0.2,0.12,0.34,0.32,0.0,0.1,0.2,0.44,0.22,0.56
1506,0.211,0.0,0.053,0.684,0.0,0.211,0.211,0.474,0.263,0.421
1507,0.365,0.038,0.192,0.346,0.058,0.058,0.365,0.423,0.481,0.442
1508,0.162,0.051,0.293,0.455,0.051,0.051,0.162,0.556,0.253,0.586
1509,0.286,0.0,0.286,0.333,0.0,0.143,0.286,0.429,0.381,0.524
1510,0.036,0.127,0.164,0.636,0.036,0.073,0.036,0.691,0.109,0.418
1511,0.286,0.071,0.114,0.457,0.014,0.071,0.286,0.471,0.371,0.414
1512,0.243,0.108,0.243,0.351,0.054,0.108,0.243,0.432,0.351,0.486
1513,0.174,0.101,0.261,0.464,0.014,0.072,0.174,0.507,0.188,0.478
1514,0.222,0.13,0.222,0.352,0.056,0.111,0.222,0.444,0.352,0.37
1515,0.174,0.174,0.163,0.442,0.012,0.07,0.174,0.488,0.233,0.395
1516,0.14,0.08,0.36,0.36,0.04,0.08,0.14,0.46,0.24,0.68
1517,0.34,0.038,0.208,0.34,0.057,0.019,0.34,0.415,0.472,0.396
1518,0.115,0.131,0.213,0.525,0.049,0.115,0.115,0.59,0.18,0.508
1519,0.222,0.111,0.2,0.433,0.011,0.067,0.222,0.444,0.267,0.411
1520,0.15,0.2,0.15,0.5,0.0,0.0,0.15,0.5,0.15,0.25
1521,0.378,0.027,0.243,0.351,0.027,0.0,0.378,0.432,0.405,0.351
1522,0.261,0.141,0.196,0.359,0.043,0.076,0.261,0.326,0.348,0.424
1523,0.3,0.08,0.2,0.39,0.04,0.09,0.3,0.39,0.37,0.39
1524,0.071,0.036,0.464,0.393,0.036,0.071,0.071,0.536,0.143,0.643
1525,0.118,0.011,0.312,0.505,0.075,0.032,0.118,0.548,0.247,0.699
1526,0.231,0.154,0.173,0.423,0.0,0.019,0.231,0.423,0.25,0.173
1527,0.175,0.0,0.444,0.317,0.095,0.111,0.175,0.476,0.333,0.587
1528,0.351,0.027,0.189,0.378,0.027,0.0,0.351,0.405,0.432,0.459
1529,0.169,0.136,0.169,0.458,0.153,0.136,0.169,0.407,0.39,0.475
1530,0.369,0.015,0.2,0.4,0.046,0.077,0.369,0.462,0.431,0.369
1531,0.109,0.109,0.327,0.4,0.073,0.073,0.109,0.545,0.236,0.527
1532,0.254,0.095,0.222,0.397,0.0,0.063,0.254,0.476,0.286,0.302
1533,0.127,0.145,0.309,0.382,0.073,0.109,0.127,0.545,0.236,0.564
1534,0.178,0.222,0.089,0.511,0.0,0.022,0.178,0.511,0.178,0.267
1535,0.2,0.16,0.18,0.44,0.02,0.12,0.2,0.38,0.24,0.34
1536,0.238,0.048,0.238,0.333,0.0,0.143,0.238,0.476,0.381,0.571
1537,0.188,0.072,0.246,0.42,0.014,0.116,0.188,0.435,0.275,0.391
1538,0.29,0.07,0.18,0.4,0.04,0.15,0.29,0.39,0.39,0.32
1539,0.117,0.117,0.317,0.4,0.05,0.117,0.117,0.5,0.217,0.55
1540,0.1,0.2,0.2,0.5,0.05,0.0,0.1,0.55,0.15,0.55
1541,0.25,0.083,0.0,0.667,0.0,0.417,0.25,0.667,0.25,0.083
1542,0.146,0.098,0.293,0.427,0.012,0.098,0.146,0.524,0.195,0.451
1543,0.133,0.333,0.133,0.333,0.133,0.067,0.133,0.467,0.333,0.533
1544,0.2,0.092,0.185,0.508,0.077,0.046,0.2,0.538,0.292,0.462
1545,0.324,0.054,0.189,0.405,0.081,0.0,0.324,0.432,0.432,0.459
1546,0.143,0.143,0.317,0.381,0.032,0.048,0.143,0.413,0.19,0.556
1547,0.344,0.033,0.279,0.328,0.016,0.033,0.344,0.377,0.377,0.361
1548,0.184,0.041,0.327,0.408,0.041,0.051,0.184,0.5,0.265,0.561
1549,0.081,0.041,0.135,0.689,0.135,0.041,0.081,0.581,0.27,0.676
1550,0.171,0.014,0.329,0.443,0.043,0.157,0.171,0.457,0.257,0.5
1551,0.116,0.093,0.244,0.523,0.058,0.093,0.116,0.57,0.198,0.523
1552,0.333,0.0,0.111,0.556,0.0,0.333,0.333,0.556,0.333,0.111
1553,0.176,0.081,0.189,0.473,0.081,0.081,0.176,0.338,0.338,0.568
1554,0.226,0.113,0.226,0.387,0.016,0.081,0.226,0.452,0.29,0.419
1555,0.333,0.0,0.0,0.667,0.0,0.0,0.333,0.667,0.333,0.333
1556,0.215,0.054,0.194,0.505,0.054,0.097,0.215,0.495,0.301,0.409
1557,0.14,0.097,0.247,0.462,0.011,0.065,0.14,0.527,0.204,0.462
1558,0.167,0.067,0.183,0.567,0.017,0.083,0.167,0.6,0.2,0.45
1559,0.246,0.062,0.169,0.477,0.015,0.108,0.246,0.508,0.308,0.4
1560,0.167,0.093,0.407,0.315,0.037,0.056,0.167,0.426,0.222,0.648
1561,0.333,0.0,0.083,0.583,0.083,0.167,0.333,0.667,0.417,0.333
1562,0.278,0.056,0.167,0.444,0.056,0.111,0.278,0.444,0.389,0.444
1563,0.238,0.048,0.19,0.381,0.0,0.095,0.238,0.476,0.381,0.667
1564,0.159,0.045,0.136,0.636,0.0,0.045,0.159,0.636,0.182,0.273
1565,0.262,0.095,0.119,0.488,0.012,0.06,0.262,0.381,0.31,0.524
1566,0.378,0.027,0.162,0.405,0.027,0.0,0.378,0.432,0.432,0.405
1567,0.127,0.013,0.266,0.557,0.076,0.063,0.127,0.557,0.241,0.582
1568,0.333,0.0,0.0,0.667,0.0,0.083,0.333,0.667,0.333,0.417
1569,0.264,0.139,0.139,0.417,0.0,0.056,0.264,0.417,0.306,0.361
1570,0.152,0.03,0.212,0.606,0.0,0.03,0.152,0.636,0.152,0.515
1571,0.056,0.167,0.333,0.361,0.0,0.139,0.056,0.389,0.139,0.278
1572,0.193,0.045,0.318,0.42,0.045,0.068,0.193,0.523,0.261,0.591
1573,0.273,0.045,0.205,0.477,0.136,0.068,0.273,0.386,0.409,0.5
1574,0.152,0.152,0.288,0.348,0.045,0.106,0.152,0.439,0.258,0.561
1575,0.133,0.022,0.467,0.267,0.022,0.089,0.133,0.378,0.267,0.622
1576,0.247,0.11,0.082,0.548,0.027,0.068,0.247,0.534,0.288,0.452
1577,0.22,0.146,0.171,0.463,0.0,0.024,0.22,0.463,0.22,0.171
1578,0.224,0.184,0.327,0.265,0.061,0.041,0.224,0.469,0.286,0.49
1579,0.161,0.089,0.357,0.375,0.054,0.071,0.161,0.411,0.232,0.589
1580,0.301,0.108,0.14,0.43,0.054,0.075,0.301,0.43,0.376,0.441
1581,0.19,0.071,0.369,0.333,0.083,0.119,0.19,0.5,0.31,0.583
1582,0.089,0.054,0.375,0.464,0.054,0.107,0.089,0.607,0.161,0.518
1583,0.1,0.067,0.3,0.483,0.05,0.1,0.1,0.617,0.2,0.55
1584,0.123,0.105,0.368,0.386,0.053,0.088,0.123,0.526,0.193,0.579
1585,0.289,0.026,0.184,0.447,0.105,0.026,0.289,0.474,0.447,0.474
1586,0.245,0.053,0.213,0.383,0.011,0.053,0.245,0.415,0.362,0.426
1587,0.167,0.056,0.319,0.444,0.042,0.083,0.167,0.569,0.222,0.583
1588,0.25,0.0,0.0,0.75,0.0,0.0,0.25,0.667,0.25,0.5
1589,0.068,0.159,0.205,0.477,0.023,0.068,0.068,0.455,0.182,0.318
1590,0.417,0.0,0.0,0.583,0.0,0.0,0.417,0.583,0.417,0.417
1591,0.2,0.0,0.2,0.6,0.35,0.1,0.2,0.6,0.55,0.5
1592,0.303,0.071,0.182,0.404,0.051,0.101,0.303,0.404,0.394,0.394
1593,0.109,0.022,0.315,0.5,0.043,0.022,0.109,0.533,0.207,0.761
1594,0.319,0.064,0.128,0.447,0.085,0.085,0.319,0.489,0.447,0.383
1595,0.0,0.17,0.358,0.434,0.113,0.0,0.0,0.642,0.151,0.717
1596,0.231,0.0,0.077,0.692,0.154,0.385,0.231,0.692,0.385,0.154
1597,0.113,0.048,0.258,0.548,0.065,0.097,0.113,0.645,0.21,0.5
1598,0.1,0.16,0.34,0.3,0.02,0.06,0.1,0.34,0.22,0.38
1599,0.107,0.071,0.25,0.5,0.018,0.089,0.107,0.571,0.196,0.643
1600,0.213,0.106,0.181,0.479,0.021,0.096,0.213,0.383,0.255,0.511
1601,0.123,0.088,0.298,0.491,0.035,0.105,0.123,0.614,0.158,0.491
1602,0.217,0.087,0.152,0.5,0.0,0.043,0.217,0.5,0.261,0.478
1603,0.155,0.127,0.268,0.38,0.042,0.113,0.155,0.423,0.268,0.549
1604,0.444,0.0,0.111,0.444,0.0,0.556,0.444,0.444,0.444,0.0
1605,0.127,0.183,0.197,0.437,0.0,0.042,0.127,0.465,0.183,0.423
1606,0.583,0.0,0.083,0.333,0.0,0.25,0.583,0.25,0.583,0.167
1607,0.346,0.115,0.192,0.308,0.0,0.077,0.346,0.346,0.385,0.308
1608,0.0,0.333,0.267,0.267,0.0,0.2,0.0,0.267,0.133,0.533
1609,0.263,0.0,0.158,0.526,0.0,0.105,0.263,0.526,0.316,0.474
1610,0.234,0.043,0.34,0.298,0.0,0.085,0.234,0.426,0.319,0.617
1611,0.203,0.047,0.344,0.391,0.047,0.094,0.203,0.469,0.266,0.547
1612,0.204,0.151,0.204,0.43,0.065,0.108,0.204,0.462,0.28,0.355
1613,0.105,0.0,0.158,0.684,0.053,0.105,0.105,0.737,0.211,0.526
1614,0.133,0.214,0.194,0.408,0.01,0.092,0.133,0.418,0.194,0.337
1615,0.218,0.091,0.364,0.236,0.018,0.109,0.218,0.4,0.327,0.6
1616,0.292,0.021,0.188,0.479,0.042,0.083,0.292,0.5,0.354,0.438
1617,0.087,0.116,0.333,0.362,0.029,0.043,0.087,0.507,0.217,0.609
1618,0.333,0.0,0.222,0.333,0.111,0.111,0.333,0.333,0.556,0.333
1619,0.092,0.092,0.277,0.446,0.077,0.123,0.092,0.569,0.262,0.492
1620,0.136,0.045,0.318,0.386,0.0,0.114,0.136,0.409,0.25,0.659
1621,0.247,0.111,0.21,0.395,0.037,0.037,0.247,0.42,0.321,0.469
1622,0.181,0.111,0.153,0.528,0.028,0.111,0.181,0.542,0.236,0.361
1623,0.132,0.103,0.324,0.368,0.059,0.088,0.132,0.5,0.265,0.574
1624,0.392,0.02,0.137,0.392,0.059,0.098,0.392,0.412,0.51,0.294
1625,0.13,0.056,0.352,0.426,0.019,0.148,0.13,0.537,0.185,0.444
1626,0.11,0.05,0.41,0.35,0.06,0.06,0.11,0.43,0.25,0.66
1627,0.245,0.061,0.265,0.367,0.082,0.041,0.245,0.429,0.388,0.51
1628,0.164,0.145,0.218,0.455,0.0,0.073,0.164,0.455,0.182,0.509
1629,0.145,0.109,0.255,0.455,0.055,0.109,0.145,0.527,0.236,0.509
1630,0.176,0.02,0.314,0.392,0.059,0.078,0.176,0.471,0.333,0.588
1631,0.24,0.06,0.3,0.28,0.0,0.1,0.24,0.4,0.36,0.58
1632,0.179,0.09,0.328,0.299,0.075,0.09,0.179,0.448,0.358,0.672
1633,0.253,0.126,0.08,0.494,0.046,0.034,0.253,0.506,0.345,0.368
1634,0.183,0.056,0.338,0.408,0.028,0.085,0.183,0.535,0.225,0.563
1635,0.174,0.109,0.13,0.587,0.043,0.087,0.174,0.478,0.217,0.457
1636,0.263,0.105,0.168,0.463,0.011,0.032,0.263,0.432,0.274,0.389
1637,0.6,0.067,0.0,0.333,0.067,0.0,0.6,0.133,0.667,0.333
1638,0.163,0.184,0.306,0.306,0.041,0.163,0.163,0.469,0.245,0.531
1639,0.162,0.118,0.103,0.588,0.029,0.118,0.162,0.559,0.221,0.471
1640,0.0,0.222,0.111,0.667,0.0,0.0,0.0,0.667,0.0,0.778
